Id,SalePrice
1461,141528.20414092307
1462,340399.1016715079
1463,117682.57290036291
1464,154413.32483559457
1465,330812.8797012785
1466,84852.84687795461
1467,221322.31918501772
1468,143347.008888654
1469,87862.92976708995
1470,133009.7321445988
1471,160445.58461090105
1472,126471.34579124264
1473,116106.3715987957
1474,199390.8207891509
1475,168118.13695009076
1476,136030.10297972398
1477,192887.1522850144
1478,135163.51194958025
1479,113937.64230069723
1480,211189.45071340815
1481,166825.88523348523
1482,220726.9042725491
1483,172212.5795025222
1484,131959.44511705198
1485,199038.49553005383
1486,166292.04607570343
1487,195266.4742374783
1488,109296.62674231232
1489,174961.70876011148
1490,200978.23972985058
1491,137090.68173529013
1492,244748.29172259895
1493,254013.32460826496
1494,115441.19185432482
1495,248227.09090152322
1496,148124.66190233311
1497,130865.98441087376
1498,209112.5620562761
1499,322748.9433438515
1500,101950.75384602767
1501,127392.52535481782
1502,242640.05810502265
1503,117408.13836996842
1504,380307.0206933401
1505,123084.21069678459
1506,131383.8941372473
1507,113053.18400984732
1508,129023.70271944313
1509,418349.5733787763
1510,129758.44146386614
1511,124848.30191637282
1512,194577.6254628466
1513,110299.49200040837
1514,343802.2023017698
1515,144487.06492099148
1516,237526.8505123672
1517,183771.88685371538
1518,165467.82495867487
1519,135382.66032464933
1520,109876.47588013741
1521,76124.28853086196
1522,153854.4174370305
1523,307263.5961161272
1524,279923.1889724169
1525,287639.5841084553
1526,214016.13283276733
1527,108781.9177191538
1528,326774.8840842699
1529,116546.97098694772
1530,155152.03002832268
1531,127718.14543412476
1532,124795.9493298014
1533,111143.2176412116
1534,88680.09655266425
1535,405519.73722948914
1536,172558.17312564814
1537,312508.1477715583
1538,307385.77738926566
1539,138698.377282577
1540,117028.95358653979
1541,112905.66230641869
1542,74682.38420517129
1543,124626.50694289229
1544,101808.99045359297
1545,152191.150765761
1546,128130.45467087971
1547,265706.47488573415
1548,186974.94848393174
1549,144050.4232363076
1550,181710.74523896433
1551,145063.63163616977
1552,149775.5263791902
1553,126419.73048768431
1554,259667.69977683766
1555,113852.51271922658
1556,174752.01767475292
1557,195042.614387601
1558,166703.22136059828
1559,208764.46909171165
1560,248894.72147175655
1561,168516.5494964725
1562,205107.41659550476
1563,291893.4360319011
1564,143753.22923556642
1565,177231.57211312104
1566,148827.23298385463
1567,148649.85787231143
1568,260561.00048871408
1569,139602.68397648868
1570,188263.83332610794
1571,46050.06367600315
1572,126644.03186712808
1573,135662.8261816557
1574,129227.61270491703
1575,201765.2058218671
1576,101412.35435332081
1577,108037.77403168748
1578,106595.44724219547
1579,143786.01450222163
1580,276890.44389980886
1581,151020.15418322384
1582,144487.06492099148
1583,172254.5388291248
1584,191992.7344305912
1585,174775.2047022548
1586,131532.17887373484
1587,235741.51350073822
1588,109250.90562750041
1589,140431.7918687293
1590,186016.55627314813
1591,194702.30582684613
1592,376698.59421842656
1593,196550.08993455378
1594,126217.9464699592
1595,77582.15088203328
1596,346568.81114902656
1597,403707.1890759302
1598,126514.1301204178
1599,209013.4087407614
1600,641344.437052561
1601,399350.67466746585
1602,133685.8069240403
1603,163614.78973872133
1604,155698.1337424754
1605,155179.3413400063
1606,132724.6936358508
1607,226883.78354144943
1608,195775.22450498675
1609,124158.64775282577
1610,70280.33230157159
1611,110256.43652762692
1612,146646.17779668965
1613,219394.82858276847
1614,157764.57661802415
1615,90036.15444940743
1616,127761.31850048766
1617,143601.53392959916
1618,141784.84143077335
1619,98724.01762943304
1620,133862.1044177101
1621,224153.0280076104
1622,148814.91665399246
1623,314621.72445216886
1624,149192.99577474484
1625,107773.30069011204
1626,114111.25399213599
1627,219404.82838472052
1628,353419.00127051363
1629,438180.8368494144
1630,249379.57346462703
1631,380413.34662966826
1632,95724.07169612312
1633,115091.15660404415
1634,153854.95556777995
1635,333097.5219480532
1636,132917.03395288638
1637,121797.37335532333
1638,202843.28958620538
1639,114022.71751389666
1640,161048.79947163083
1641,172486.95040508613
1642,108671.3224411983
1643,129730.16350662813
1644,143860.97292140964
1645,261395.03066293825
1646,150630.67960842414
1647,294464.744719019
1648,215726.59054727777
1649,187992.86381421282
1650,89841.2886294361
1651,111881.1007094093
1652,109586.53371339172
1653,132137.4841337931
1654,166645.2007841792
1655,175912.84276321065
1656,176524.0862114119
1657,230061.86930551915
1658,84191.18041847824
1659,210781.00217013079
1660,121553.95284461613
1661,226502.42542025706
1662,185853.0813424093
1663,118559.27106938475
1664,350514.3501466094
1665,194849.8939443033
1666,128016.5622012387
1667,250717.6941585333
1668,136810.2478584034
1669,154367.2025553548
1670,117861.51339545361
1671,254369.08266144592
1672,137119.59253041356
1673,112192.27035196693
1674,152230.15630056505
1675,227554.093039877
1676,271092.31953483645
1677,191336.99910666773
1678,145125.9599472517
1679,121260.99640545415
1680,131494.89698850687
1681,144696.4888836427
1682,228899.67377458292
1683,200993.4348223974
1684,88274.33615693478
1685,243384.27915835902
1686,145779.58635021118
1687,90234.11233798134
1688,112121.54016019701
1689,163427.17010370977
1690,102277.0842022443
1691,101340.40691524057
1692,183494.28340309227
1693,123311.3572660593
1694,138837.1121158638
1695,227785.79921673695
1696,139480.63370540505
1697,198849.5657153419
1698,151450.10354121335
1699,246849.75210742428
1700,133642.45619063894
1701,115801.91854333456
1702,249373.79271388712
1703,199393.34769887236
1704,382020.6711751614
1705,195280.38693482307
1706,132075.9271713675
1707,149370.18074682448
1708,167932.54980779666
1709,144815.66875617302
1710,97841.23778776817
1711,189860.30728302454
1712,169298.5006607397
1713,128543.3042055176
1714,100946.17944774152
1715,139885.89225437242
1716,141430.64000023078
1717,107223.3282751626
1718,111992.68919697643
1719,176874.13797313074
1720,265113.2985137075
1721,279477.6434486851
1722,166318.82176401126
1723,130995.30650904232
1724,223191.08302822927
1725,279146.5504420152
1726,206982.87083977886
1727,172310.40040131597
1728,141565.19119323386
1729,111913.68732994146
1730,172941.4168795882
1731,398357.18758797226
1732,235577.10332096484
1733,223567.9321955665
1734,85052.65821652858
1735,102862.4545233214
1736,125750.9254481925
1737,143543.2562039852
1738,292583.5689884626
1739,237341.5094383273
1740,139733.14408483385
1741,201045.68748712135
1742,105679.01176938924
1743,195479.88084782206
1744,99787.27536405082
1745,314556.1711202098
1746,173587.2496186208
1747,218978.83834869653
1748,114121.34031935362
1749,245194.2245252544
1750,185149.90760948393
1751,116454.82073390516
1752,117632.71256109019
